x,y
1.0,NaN
2.0,0.4226051868632637
3.0,1.3513214518265073
4.0,3.8066009450995453
5.0,8.355436058841072
6.0,15.219429163307474
7.0,24.43464914745119
8.0,35.944743864086725
9.0,49.64983674762305
10.0,65.43194121001795
